"HealthInsuranceID";"HealthInsuranceType";"HealthInsuranceName";"PriceGroupID";"IKNumber";"VKNumber";"ShortNumber";"ValidFrom";"ValidTo";"Deductible";"Street";"City";"POBox";"Phone";"Fax";"Email";"Www";"Remark";"InsurancePayerID";"SelfCreated";"Version";"Deleted";"ZIPID"
332313;"SK";"Landesamt für Soziales und Versorgung des Landes Brandenburg";332308;990011731;"";"";"2003-06-16";"3000-12-31";"false";"Zeppelinstr. 48";"Postdam";"";"";"";"";"";"";"";"false";1;0;0
332314;"SK";"Zentrum Bayern Familie und Soziales Region Oberbayern";332308;150910034;"";"";"2003-08-18";"3000-12-31";"false";"Byerstr. 32";"München";"";"";"";"";"";"";"";"false";1;0;0
332315;"SK";"Zentrum Bayern Familie und Soziales Region Oberfranken";332308;150940018;"";"";"2003-07-29";"3000-12-31";"false";"HEGELSTR. 2";"BAYREUTH";"";"";"";"";"";"";"";"false";1;0;0
332316;"SK";"Zentrum Bayern Familie und Soziales Region Mittelfranken";332308;150950011;"";"";"2003-08-14";"3000-12-31";"false";"BÄRENSCHANZSTR. 8";"NUERNBERG";"";"";"";"";"";"";"";"false";1;0;0
332317;"SK";"Zentrum Bayern Familie und Soziales Region Schwaben";332308;150970015;"";"";"2004-02-18";"3000-12-31";"false";"MORELLSTR. 30";"AUGSBURG";"";"";"";"";"";"";"";"false";1;0;0
332318;"SK";"AMT FUER VERSORGUNG UND";332308;990011764;"";"";"2003-06-16";"2099-12-31";"true";"LANDSHUTER STR. 55";"Regensburg";"";"";"";"";"";"";"";"false";0;0;321278
332319;"SK";"Zentrum Bayern Familie und Soziales ( Versorgungsamt) Würzburg";332308;150960057;"";"";"2003-07-30";"3000-12-31";"false";"Georg-Eydel-Straße 13";"Würzburg";"";"";"";"";"";"";"";"false";1;0;321790
332320;"SK";"Amt für Kinder, Jugend u";332302;100086821;"";"";"2003-01-01";"2099-12-31";"true";"Schopenhauerstr. 04";"";"";"";"";"";"";"";"";"false";0;0;0
332321;"SK";"Amt für soziale Leistung";332302;100048802;"";"";"2003-01-01";"2099-12-31";"true";"Kaiserstr. 3-5";"Mainz";"";"";"";"";"";"";"";"false";0;0;316363
332322;"SK";"Amt für Soziales Stadt B";332302;100087814;"";"";"2003-01-01";"2099-12-31";"true";"Breite Straße 12";"";"";"";"";"";"";"";"";"false";0;0;0
332323;"SK";"Amt Karrharde, Amt Südtondern";332302;990014552;"";"";"2004-01-13";"3000-12-31";"false";"Marktstr. 12";"Niebüll";"";"";"";"";"";"";"";"false";1;0;312898
332324;"GK";"AOK Baden Württemberg";332292;108018519;"";"";"1997-04-03";"3000-12-31";"true";"Curfeßstr. 27";"Aalen";"";"";"";"";"";"";"";"false";1;0;318911
332325;"GK";"AOK Baden Württemberg";332292;107815727;"";"";"1997-04-03";"3000-12-31";"true";"Museumstraße 14";"Albstadt";"";"";"";"";"";"";"";"false";1;0;318789
332326;"GK";"AOK Niedersachsen";332292;102214013;"";"";"1999-01-01";"3000-12-31";"true";"Walter Gropius Ring 1";"Alfeld";"";"";"";"";"";"";"";"false";1;0;0
332327;"GK";"AOK Bayern";332292;108516486;"";"";"1997-04-03";"3000-12-31";"true";"Töginger Strasse 9";"Mühldorf";"";"";"";"";"";"";"";"false";1;0;0
332328;"GK";"AOK Bayern";332292;108916618;"";"";"1997-04-03";"3000-12-31";"true";"Raigerringer-Str. 18";"Amberg";"";"";"";"";"";"";"";"false";1;0;321162
332329;"GK";"AOK Bayern";332292;108816811;"";"";"1997-04-03";"3000-12-31";"true";"Goldbacherstr. 57";"Aschaffenburg";"";"";"";"";"";"";"";"false";1;0;317764
332330;"GK";"AOK Niedersachsen";332292;101814518;"";"";"1999-01-01";"3000-12-31";"true";"Wiek rechts 1";"Papenburg";"";"";"";"";"";"";"";"false";1;0;313056
332331;"GK";"AOK Bayern";332292;109116714;"";"";"1997-04-03";"3000-12-31";"true";"";"Augsburg";"";"";"";"";"";"";"";"false";1;0;0
332332;"GK";"AOK Bayern";332292;108516419;"";"";"1997-04-03";"3000-12-31";"true";"Wittelsbacherstr.8";"Bad Reichenhall";"";"";"";"";"";"";"";"false";1;0;319928
332333;"GK";"AOK Bayern";332292;108516420;"";"";"1997-04-03";"3000-12-31";"true";"Jahnstrasse 6";"Bad Tölz";"";"";"";"";"";"";"";"false";1;0;319965
332334;"GK";"AOK Baden Württemberg";332292;107815794;"";"";"1997-04-03";"3000-12-31";"true";"Olgastr. 7";"Bad Urach";"";"";"";"";"";"";"";"false";1;0;318815
332335;"GK";"AOK Baden Württemberg";332292;106818216;"";"";"1997-04-03";"3000-12-31";"true";"Beim alten Bahnhof 1a";"Baden-Baden";"";"";"";"";"";"";"";"false";1;0;319221
332336;"GK";"AOK Baden Württemberg";332292;107815705;"";"";"1997-04-03";"3000-12-31";"true";"Hindenburgstraße 25";"Balingen";"";"";"";"";"";"";"";"false";1;0;318767
332337;"GK";"AOK Bayern";332292;108616513;"";"";"1997-04-03";"3000-12-31";"true";"Pödeldorfer Str. 75";"Bamberg";"";"";"";"";"";"";"";"false";1;0;321674
332338;"GK";"AOK Bayern";332292;108310400;"";"";"1997-04-03";"3000-12-31";"true";"Carl- Wery- Str. 28";"München";"";"";"";"";"";"";"";"false";1;0;319740
332339;"GK";"AOK Bayern";332292;109016314;"";"";"1997-04-03";"3000-12-31";"true";"Bahnhofstrasse 33-37";"Regen";"";"";"";"";"";"";"";"false";1;0;321432
332340;"GK";"AOK Bayern";332292;108616524;"";"";"1997-04-03";"3000-12-31";"true";"Friedrich-Puchta-Str. 27";"Bayreuth";"";"";"";"";"";"";"";"false";1;0;321603
332341;"GK";"AOK Nordost";332292;109519005;"";"";"1997-04-03";"3000-12-31";"true";"Wilhelmstr. 1";"Berlin";"";"";"";"";"";"";"";"false";1;0;309653
332342;"SK";"AOK Berlin -J- Jugendamt";332302;100072803;"";"";"2003-01-01";"2099-12-31";"true";"Zillestr. 10";"Berlin";"";"";"";"";"";"";"";"false";0;0;309627
332343;"GK";"AOK Nordost";332292;109719018;"";"";"1998-04-30";"3000-12-31";"true";"Rungestr. 3-6";"Berlin";"";"";"";"";"";"";"";"false";1;0;309604
332344;"SK";"AOK Berlin -U- Sozialamt";332302;100072802;"";"";"2003-01-01";"2099-12-31";"true";"Zillestr. 10";"Berlin";"";"";"";"";"";"";"";"false";0;0;309627
332345;"GK";"AOK Baden Württemberg";332292;107815716;"";"";"1997-04-03";"3000-12-31";"true";"Zeppelinring 2-4";"Biberach";"";"";"";"";"";"";"";"false";1;0;0
332346;"GK";"AOK Baden Württemberg";332292;108018110;"";"";"1997-04-03";"3000-12-31";"true";"Riedmühlestr. 1";"Sindelfingen";"";"";"";"";"";"";"";"false";1;0;318641
332347;"GK";"AOK Baden Württemberg";332292;107815738;"";"";"1997-04-03";"3000-12-31";"true";"Charlottenstr. 15/1";"Friedrichshafen";"";"";"";"";"";"";"";"false";1;0;320608
332348;"GK";"AOK Niedersachsen";332292;102514072;"";"";"1999-01-01";"3000-12-31";"true";"Marktstrasse 5";"Bramsche";"";"";"";"";"";"";"";"false";1;0;315480
332349;"GK";"AOK Niedersachsen";332292;101914085;"";"";"1999-01-01";"3000-12-31";"true";"Am Fallersleber Tore 3-4";"Braunschweig";"";"";"";"";"";"";"";"false";1;0;314243
332350;"GK";"AOK Niedersachsen";332292;101914702;"";"";"1999-01-01";"3000-12-31";"true";"Am Fallersleber Tore 3-4";"Braunschweig";"";"";"";"";"";"";"";"false";1;0;314243
332351;"GK";"AOK Niedersachsen";332292;101914724;"";"";"1999-01-01";"3000-12-31";"true";"Am Fallersleber Tore 3-4";"Braunschweig";"";"";"";"";"";"";"";"false";1;0;314243
332352;"GK";"AOK Bremen / Bremerhaven";332292;103119199;"";"";"1997-04-03";"3000-12-31";"true";"Bürgermeister-Schmid-Str. 95";"Bremen";"";"";"";"";"";"";"";"false";1;0;313261
332353;"GK";"AOK Niedersachsen";332292;102614095;"";"";"1999-01-01";"3000-12-31";"true";"Neue Straße 45/46";"Bremervörde";"";"";"";"";"";"";"";"false";1;0;313184
332354;"GK";"AOK Baden Württemberg";332292;106918228;"";"";"1997-04-03";"3000-12-31";"true";"Bahnhofstr. 12";"Bruchsal";"";"";"";"";"";"";"";"false";1;0;319231
332355;"GK";"AOK Niedersachsen";332292;102114103;"";"";"1999-01-01";"3000-12-31";"true";"Heinrichstrasse 29";"Burgdorf";"";"";"";"";"";"";"";"false";1;0;313561
332356;"GK";"AOK Baden Württemberg";332292;107118233;"";"";"1997-04-03";"3000-12-31";"true";"Lederstrasse 31";"Calw";"";"";"";"";"";"";"";"false";1;0;319165
332357;"GK";"AOK Niedersachsen";332292;102114114;"";"";"1999-01-01";"3000-12-31";"true";"Schloßplatz 11-12";"Celle";"";"";"";"";"";"";"";"false";1;0;313303
332358;"GK";"AOK Bayern";332292;108916629;"";"";"1997-04-03";"3000-12-31";"true";"Goethestr.15";"Cham";"";"";"";"";"";"";"";"false";1;0;321352
332359;"GK";"AOK Bayern";332292;108616535;"";"";"1997-04-03";"3000-12-31";"true";"Gärtnersleite 14";"Coburg";"";"";"";"";"";"";"";"false";1;0;321763
332360;"GK";"AOK Niedersachsen";332292;102614142;"";"";"1999-01-01";"3000-12-31";"true";"Brahmsstr. 24";"Cuxhaven";"";"";"";"";"";"";"";"false";1;0;313198
332361;"GK";"AOK Bayern";332292;109016325;"";"";"1997-04-03";"3000-12-31";"true";"Bahnhofstrasse 94";"Deggendorf";"";"";"";"";"";"";"";"false";1;0;321498
332362;"GK";"AOK Niedersachsen";332292;102414151;"";"";"1999-01-01";"3000-12-31";"true";"Hans-Böckler-Platz 16";"Delmenhorst";"";"";"";"";"";"";"";"false";1;0;313251
332363;"GK";"AOK Bayern";332292;109116725;"";"";"1997-04-03";"3000-12-31";"true";"Obermayerstrasse 6";"Donauwörth";"";"";"";"";"";"";"";"false";1;0;320362
332364;"GK";"AOK Niedersachsen";332292;102014179;"";"";"1999-01-01";"3000-12-31";"true";"Bahnhofstrasse 32";"Duderstadt";"";"";"";"";"";"";"";"false";1;0;314041
332365;"GK";"AOK Niedersachsen";332292;102014180;"";"";"1999-01-01";"3000-12-31";"true";"Wallstrasse 38";"Northeim";"";"";"";"";"";"";"";"false";1;0;314057
332366;"GK";"AOK Niedersachsen";332292;102614585;"";"";"1999-01-01";"3000-12-31";"true";"Wiesenstr. 1/3";"Stade";"";"";"";"";"";"";"";"false";1;0;311656
332367;"GK";"AOK Niedersachsen";332292;101814197;"";"";"1999-01-01";"3000-12-31";"true";"Zwischen beiden Bleichen 1-3";"Emden";"";"";"";"";"";"";"";"false";1;0;313029
332368;"GK";"AOK Baden Württemberg";332292;107415507;"";"";"1997-04-03";"3000-12-31";"true";"Bergstr. 2";"Emmendingen";"";"";"";"";"";"";"";"false";1;0;319565
332369;"GK";"AOK Baden Württemberg";332292;107118277;"";"";"1997-04-03";"3000-12-31";"true";"Zerennerstr. 49";"Pforzheim";"";"";"";"";"";"";"";"false";1;0;319137
332370;"GK";"AOK Bayern";332292;108516431;"";"";"1997-04-03";"3000-12-31";"true";"Friedrichstrasse 26";"Erding";"";"";"";"";"";"";"";"false";1;0;320218
332371;"GK";"AOK Baden Württemberg";332292;108018520;"";"";"1997-04-03";"3000-12-31";"true";"Plochinger Str. 13";"Esslingen";"";"";"";"";"";"";"";"false";1;0;0
332372;"GK";"AOK Bayern";332292;108516464;"";"";"1997-04-03";"3000-12-31";"true";"Harderstr. 43";"Ingolstadt";"";"";"";"";"";"";"";"false";1;0;320134
332373;"GK";"AOK Baden Württemberg";332292;107415518;"";"";"1997-04-03";"3000-12-31";"true";"Fahnenbergplatz 6";"Freiburg";"";"";"";"";"";"";"";"false";1;0;0
332374;"GK";"AOK Bayern";332292;108516442;"";"";"1997-04-03";"3000-12-31";"true";"Wippenhauser Str. 6";"Freising";"";"";"";"";"";"";"";"false";1;0;320197
332375;"GK";"AOK Bayern";332292;108516453;"";"";"1997-04-03";"3000-12-31";"true";"Hauptstrasse 88";"Garmisch-Partenkirchen";"";"";"";"";"";"";"";"false";1;0;319837
332376;"GK";"AOK Niedersachsen";332292;101914212;"";"";"1999-01-01";"3000-12-31";"true";"Schleusendamm 2";"Gifhorn";"";"";"";"";"";"";"";"false";1;0;314370
332377;"GK";"AOK Baden Württemberg";332292;108018531;"";"";"1997-04-03";"3000-12-31";"true";"Rosenstr. 22";"Göppingen";"";"";"";"";"";"";"";"false";1;0;318854
332378;"GK";"AOK Niedersachsen";332292;102014226;"";"";"1999-01-01";"3000-12-31";"true";"Godehardstr. 24";"Göttingen";"";"";"";"";"";"";"";"false";1;0;314038
332379;"GK";"AOK Niedersachsen";332292;102514050;"";"";"1999-01-01";"3000-12-31";"true";"Kanalweg 70";"Nordhorn";"";"";"";"";"";"";"";"false";1;0;315397
332380;"GK";"AOK Niedersachsen";332292;102714165;"";"";"1999-01-01";"3000-12-31";"true";"Niedersachsenstrasse 4";"Diepholz";"";"";"";"";"";"";"";"false";1;0;315442
332381;"GK";"AOK Bayern";332292;109116736;"";"";"1997-04-03";"3000-12-31";"true";"Jahnstrasse 6";"Günzburg";"";"";"";"";"";"";"";"false";1;0;320809
332382;"GK";"AOK Sachsen Anhalt";332292;101197316;"";"";"1999-01-01";"3000-12-31";"true";"P.-Gerhard-Str. 16";"Gräfenhainichen";"";"";"";"";"";"";"";"false";1;0;308945
332383;"GK";"AOK Rheinland / Hamburg";332292;101519213;"";"";"1997-04-03";"3000-12-31";"true";"Kasernenstr. 61";"Düsseldorf";"";"";"";"";"";"";"";"false";1;0;314962
332384;"GK";"AOK Niedersachsen";332292;102114717;"";"";"1999-01-01";"3000-12-31";"true";"Mertensplatz 1d";"Hameln";"";"";"";"";"";"";"";"false";1;0;313626
332385;"GK";"AOK Niedersachsen";332292;102114261;"";"";"1999-01-01";"3000-12-31";"true";"Hans-Böckler-Allee 30";"Hannover";"";"";"";"";"";"";"";"false";1;0;313468
332386;"GK";"AOK Baden Württemberg";332292;107018414;"";"";"1997-04-03";"3000-12-31";"true";"Friedrich Ebert Platz 3";"Heidelberg";"";"";"";"";"";"";"";"false";1;0;318552
332387;"GK";"AOK Baden Württemberg";332292;108018542;"";"";"1997-04-03";"3000-12-31";"true";"Wilhelmstr. 114";"Heidenheim";"";"";"";"";"";"";"";"false";1;0;0
332388;"GK";"AOK Baden Württemberg";332292;108018325;"";"";"1997-04-03";"3000-12-31";"true";"Allee 72";"Heilbronn";"";"";"";"";"";"";"";"false";1;0;318981
332389;"GK";"AOK Hessen";332292;105213064;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332390;"GK";"AOK Hessen";332292;105213097;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332391;"GK";"AOK Hessen";332292;105213122;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332392;"GK";"AOK Hessen";332292;105213188;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332393;"GK";"AOK Hessen";332292;105313043;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332394;"GK";"AOK Hessen";332292;105313145;"";"";"1997-04-03";"3000-12-31";"true";"Basler Str. 2";"Bad Homburg";"";"";"";"";"";"";"";"false";1;0;0
332395;"GK";"AOK Hessen";332292;105313190;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332396;"GK";"AOK Hessen";332292;105313247;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332397;"GK";"AOK Hessen";332292;105413011;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332398;"GK";"AOK Hessen";332292;105413113;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332399;"GK";"AOK Hessen";332292;105413179;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332400;"GK";"AOK Hessen";332292;105513023;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332401;"GK";"AOK Hessen";332292;105513034;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332402;"GK";"AOK Hessen";332292;105513136;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332403;"GK";"AOK Hessen";332292;105513158;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332404;"GK";"AOK Hessen";332292;105513216;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332405;"GK";"AOK Hessen";332292;105613273;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332406;"GK";"AOK Hessen";332292;105713207;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332407;"GK";"AOK Hessen";332292;105813300;"";"";"1997-04-03";"3000-12-31";"true";"Kölnerstr. 8";"Eschborn";"";"";"";"";"";"";"";"false";1;0;317977
332408;"GK";"AOK Niedersachsen";332292;102214295;"";"";"1999-01-01";"3000-12-31";"true";"Schützenallee 55-59";"Hildesheim";"";"";"";"";"";"";"";"false";1;0;313534
332409;"GK";"AOK Bayern";332292;108616546;"";"";"1997-04-03";"3000-12-31";"true";"Ernst-Reuter-Str. 117";"Hof";"";"";"";"";"";"";"";"false";1;0;321549
332410;"GK";"AOK Baden Württemberg";332292;108018336;"";"";"1997-04-03";"3000-12-31";"true";"Oberamteistrasse 19";"Künzelsau";"";"";"";"";"";"";"";"false";1;0;319079
332411;"GK";"AOK Niedersachsen";332292;102014328;"";"";"1999-01-01";"3000-12-31";"true";"Südstraße 2";"Holzminden";"";"";"";"";"";"";"";"false";1;0;314210
332412;"GK";"AOK Baden Württemberg";332292;106918251;"";"";"1997-04-03";"3000-12-31";"true";"Kriegsstr. 41";"Karlsruhe";"";"";"";"";"";"";"";"false";1;0;319186
332413;"GK";"AOK Bayern";332292;109116770;"";"";"1997-04-03";"3000-12-31";"true";"Johannes Haag Str. 26";"Kaufbeuren";"";"";"";"";"";"";"";"false";1;0;320528
332414;"GK";"AOK Bayern";332292;109016336;"";"";"1997-04-03";"3000-12-31";"true";"Schäfflerstr. 5";"Kelheim";"";"";"";"";"";"";"";"false";1;0;321334
332415;"GK";"AOK Bayern";332292;109116769;"";"";"1997-04-03";"3000-12-31";"true";"Beethovenstr. 8";"Kempten";"";"";"";"";"";"";"";"false";1;0;320493
332416;"GK";"AOK Niedersachsen";332292;102414663;"";"";"1999-01-01";"3000-12-31";"true";"Schillerstraße 4";"Westerstede";"";"";"";"";"";"";"";"false";1;0;313024
332417;"GK";"AOK Niedersachsen";332292;101814028;"";"";"1999-01-01";"3000-12-31";"true";"Lambertistr. 16";"Aurich";"";"";"";"";"";"";"";"false";1;0;313017
332418;"GK";"AOK Niedersachsen";332292;102414139;"";"";"1999-01-01";"3000-12-31";"true";"Museumsstraße 8 - 10";"Cloppenburg";"";"";"";"";"";"";"";"false";1;0;315500
332419;"GK";"AOK Baden Württemberg";332292;106818249;"";"";"1997-04-03";"3000-12-31";"true";"Herzog-Eugen-Str. 26";"Freudenstadt";"";"";"";"";"";"";"";"false";1;0;318755
332420;"GK";"AOK Niedersachsen";332292;101814346;"";"";"1999-01-01";"3000-12-31";"true";"Brunnenstrasse 10-16";"Leer";"";"";"";"";"";"";"";"false";1;0;0
332421;"GK";"AOK Niedersachsen";332292;102714427;"";"";"1999-01-01";"3000-12-31";"true";"Uhrlaubstrasse 3";"Nienburg";"";"";"";"";"";"";"";"false";1;0;0
332422;"GK";"AOK Niedersachsen";332292;101814437;"";"";"1999-01-01";"3000-12-31";"true";"Hooge Riege 24";"Norden";"";"";"";"";"";"";"";"false";1;0;312995
332423;"GK";"AOK Baden Württemberg";332292;107515564;"";"";"1997-04-03";"3000-12-31";"true";"Am Schlößle 2";"Schramberg";"";"";"";"";"";"";"";"false";1;0;319504
332424;"GK";"AOK Niedersachsen";332292;102714600;"";"";"1999-01-01";"3000-12-31";"true";"Sandbrink 4";"Stolzenau";"";"";"";"";"";"";"";"false";1;0;313578
332425;"GK";"AOK Niedersachsen";332292;102314628;"";"";"1999-01-01";"3000-12-31";"true";"Schillerstrasse 29";"Uelzen";"";"";"";"";"";"";"";"false";1;0;313414
332426;"GK";"AOK Niedersachsen";332292;102414630;"";"";"1999-01-01";"3000-12-31";"true";"Neuer Markt 18";"Vechta";"";"";"";"";"";"";"";"false";1;0;315443
332427;"GK";"AOK Niedersachsen";332292;102714644;"";"";"1999-01-01";"3000-12-31";"true";"Georgstr. 1-3";"Verden";"";"";"";"";"";"";"";"false";1;0;0
332428;"GK";"AOK Niedersachsen";332292;101814200;"";"";"1999-01-01";"3000-12-31";"true";"Siebet Attena Straße 18";"Esens";"";"";"";"";"";"";"";"false";1;0;312979
332429;"GK";"AOK Baden Württemberg";332292;107615532;"";"";"1997-04-03";"3000-12-31";"true";"Obertorstrasse 12";"Lahr";"";"";"";"";"";"";"";"false";1;0;0
332430;"GK";"AOK Nordost";332292;100696012;"";"";"1997-04-03";"3000-12-31";"true";"Potsdamer Strasse 20";"Teltow";"";"";"";"";"";"";"";"false";1;0;309808
332431;"GK";"AOK Baden Württemberg";332292;107515520;"";"";"1997-04-03";"3000-12-31";"true";"Inselgasse 30";"Konstanz";"";"";"";"";"";"";"";"false";1;0;319456
332432;"GK";"AOK Niedersachsen";332292;101914520;"";"";"1999-01-01";"3000-12-31";"true";"Senator-Voges-Str. 1";"Peine";"";"";"";"";"";"";"";"false";1;0;313553
332433;"GK";"AOK Bayern";332292;108516475;"";"";"1997-04-03";"3000-12-31";"true";"Waitzinger Wiese 1";"Landsberg";"";"";"";"";"";"";"";"false";1;0;0
332434;"GK";"AOK Bayern";332292;109016347;"";"";"1997-04-03";"3000-12-31";"true";"Luitpoldstr. 28";"Landshut";"";"";"";"";"";"";"";"false";1;0;319993
332435;"GK";"AOK Bayern";332292;109116747;"";"";"1997-04-03";"3000-12-31";"true";"Friedrichshafener Strasse 43";"Lindau";"";"";"";"";"";"";"";"false";1;0;0
332436;"GK";"AOK Niedersachsen";332292;102514356;"";"";"1999-01-01";"3000-12-31";"true";"Bernd-Rosemeyer-Str. 14";"Lingen";"";"";"";"";"";"";"";"false";1;0;315531
332437;"GK";"AOK Niedersachsen";332292;102814337;"";"";"1999-01-01";"3000-12-31";"true";"Anton Günther Strasse 56";"Jever";"";"";"";"";"";"";"";"false";1;0;312986
332438;"GK";"AOK Baden Württemberg";332292;107415541;"";"";"1997-04-03";"3000-12-31";"true";"Baumgartnerstr. 7";"Lörrach";"";"";"";"";"";"";"";"false";1;0;319593
332439;"GK";"AOK Niedersachsen";332292;102314365;"";"";"1999-01-01";"3000-12-31";"true";"Theodor Körner Strasse 5";"Lüchow";"";"";"";"";"";"";"";"false";1;0;313387
332440;"GK";"AOK Baden Württemberg";332292;108018347;"";"";"1997-04-03";"3000-12-31";"true";"Gottlob-Molt-Str. 1";"Ludwigsburg";"";"";"";"";"";"";"";"false";1;0;318699
332441;"GK";"AOK Niedersachsen";332292;102314376;"";"";"1999-01-01";"3000-12-31";"true";"Am Weißen Turm 3";"Lüneburg";"";"";"";"";"";"";"";"false";1;0;311529
332442;"GK";"AOK Sachsen Anhalt";332292;101097008;"";"";"1999-01-01";"3000-12-31";"true";"Lüneburger Str. 4";"Magdeburg";"";"";"";"";"";"";"";"false";1;0;314472
332443;"GK";"AOK Sachsen Anhalt";332292;101097019;"";"";"1999-01-01";"3000-12-31";"true";"Markt 12-13";"Havelberg";"";"";"";"";"";"";"";"false";1;0;314799
332444;"GK";"AOK Baden Württemberg";332292;108018369;"";"";"1997-04-03";"3000-12-31";"true";"Wolfstalflurstr. 10";"Tauberbischofsheim";"";"";"";"";"";"";"";"false";1;0;322041
332445;"GK";"AOK Baden Württemberg";332292;107018425;"";"";"1997-04-03";"3000-12-31";"true";"Renzstr. 11-13";"Mannheim";"";"";"";"";"";"";"";"false";1;0;318517
332446;"GK";"AOK Nordost";332292;100395611;"";"";"1997-04-01";"3000-12-31";"true";"Am Grünen Tal 50";"Schwerin";"";"";"";"";"";"";"";"false";1;0;311167
